,baggage_facet,atmosphere_facet,cabin_crew_facet,comfort_facet,food_facet,not_flight_facet,price_facet,punctuality_facet
0,0.27258430205264206,0.23103471700671893,0.22710620962594347,0.22026617675187637,0.22964072171742872,0.2588160341696119,0.2538554547838216,0.2461553415701901
1,0.3150362208622003,0.260668805977738,0.25558770170657896,0.2524950027735018,0.341404803519064,0.28146976658703315,0.29908929982581156,0.2610946131094884
2,0.30129341382805525,0.26010052759016355,0.24088570827532468,0.24382659735061116,0.26309111891173337,0.2798665347682222,0.27035353766740666,0.2719179276187641
3,0.24865220072517472,0.22009394269196228,0.21448849946777887,0.21178549911068822,0.20651493613684457,0.2713338078240438,0.2602214833560274,0.2768038841869127
4,0.2796874799591451,0.24797339839838264,0.24346903133034464,0.24840821685878017,0.23659695670164171,0.26458106362074085,0.2676247141683215,0.2533372870033891
5,0.29356035662752,0.25741627782613297,0.2609928508142679,0.24380685530122181,0.24895068585536495,0.27566965813236777,0.27468123413884343,0.24911285225846944
6,0.28185870534217117,0.24743149378033863,0.21849414375467563,0.24940518571048015,0.22582385062078889,0.2523510656726156,0.24892306138496897,0.2217725796817797
7,0.3602894249360606,0.28561373526562295,0.264259848219277,0.30772495557114493,0.3073323832139242,0.3226595777882188,0.33013622595387915,0.29201474825890517
8,0.2878448444439738,0.2460299151047663,0.22874139455823567,0.24673413646418135,0.24428779000870787,0.2666283761241866,0.26399573381919966,0.2461622078224376
9,0.3480933667760891,0.2941188892243523,0.28141040950179796,0.2908783209414242,0.28575690336174586,0.30931322863918725,0.3134942054137083,0.2832731586068348
10,0.29222009342537225,0.25549577528040956,0.24656844006815165,0.24589446382459398,0.2440273465392338,0.2911723409137083,0.2778135377748076,0.27160488586691706
11,0.29872839951764485,0.2558252234586692,0.24946915790433882,0.24565737740136062,0.2627922189319893,0.2932219289512106,0.28198282822206344,0.2662941978774017
12,0.2767198906113558,0.2294129485797594,0.23118666838385044,0.2380443979354491,0.2365376442706312,0.25057291301400647,0.26258958740711835,0.2374423715241914
13,0.21975384203242063,0.20477484507734656,0.197222762646422,0.18972689572500417,0.19964498885651066,0.24800202719477288,0.22683099971652468,0.25700876757626784
14,0.2881305998694153,0.24790391324614958,0.255614853564804,0.23914232290326912,0.2421932950412336,0.27621752837348446,0.2598739778579473,0.257391373148836
15,0.2989935679244632,0.252656556799619,0.24135503388726195,0.24350212421905515,0.2540874454757915,0.29370735548282595,0.27059172924271196,0.27540662283332723
16,0.3450632408197857,0.27398437908299844,0.24983715150930846,0.27951456345048464,0.28252120205700126,0.28085731037288764,0.2934197797568919,0.2658115340536088
17,0.3334560432417907,0.28666912713370096,0.2992471249036792,0.2713426958238668,0.2712520778846767,0.34950633938690395,0.3342082463933541,0.30453175492586654
18,0.31312218721768736,0.25316805170415213,0.23023778085715652,0.23887573416696178,0.23079894803441156,0.3004187129974672,0.2868683134057524,0.2916532736388643
19,0.3096387055823872,0.27271763216681827,0.2523270002957527,0.2534846659372961,0.2536875535321942,0.27981000727976213,0.2720583587753641,0.26337844002123545
20,0.3051391391463781,0.2581268620996871,0.24758608739648688,0.24244478281625498,0.2541212362818266,0.28677956626772305,0.28273172035237304,0.2579725101787972
21,0.26958695370093183,0.2415262151696284,0.23044794610249814,0.22740049560805095,0.21119883172608542,0.28523276385248286,0.2814786649989955,0.282503205972655
22,0.3072014068151615,0.26344693416081855,0.2505287872930201,0.2516768248396077,0.25841460057617816,0.3007590941993809,0.2902067090334851,0.28835640723333505
23,0.33304088046611,0.29135045050807334,0.25773933095861185,0.2779298933176828,0.2533969288496012,0.28025870986812407,0.28731038775933043,0.24489023165270676
24,0.3478692534993607,0.2871929002360557,0.2769980375683887,0.2715197133606121,0.28365501168232754,0.3301399152562634,0.3948840868449624,0.2994429555463122
